SRCID,D3,D3_norm,D1_avg,D1_norm,A4_avg,A4_norm,A3,A3_norm,A1,A1_norm,B1a,B1b,B1c,B1d,B1_avg,B1_avg_norm,B4,B4_norm,B6f,B6g,B6_avg,B6_avg_norm,B7,B7_norm,V1,V1_binary,V1_norm
1133,3,0.666666667,1.4,0.1,2.833333333,0.611111111,3,0.3,4,0.75,2,2,2,2,2,1,3,0.666666667,1,1,1,0,3,1,4,1,1
1930,1,0,2.6,0.4,3.166666667,0.722222222,7,0.7,4,0.75,2,2,1,1,1.5,0.5,3,0.666666667,5,5,5,1,3,1,1,0,0
1109,1,0,1.4,0.1,2.166666667,0.388888889,6,0.6,4,0.75,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,4,1,1
408,2,0.333333333,2,0.25,2.833333333,0.611111111,7,0.7,2,0.25,2,2,2,2,2,1,2,0.333333333,4,4,4,0.75,1,0,4,1,1
1127,1,0,1,0,1.833333333,0.277777778,7,0.7,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,4,1,1
745,1,0,1,0,2,0.333333333,9,0.9,2,0.25,1,2,2,2,1.75,0.75,4,1,1,1,1,0,1,0,4,1,1
936,1,0,1.6,0.15,2,0.333333333,8,0.8,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,4,5,4.5,0.875,2,0.5,2,0,0.333333333
833,1,0,1,0,2,0.333333333,8,0.8,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,4,1,1
2107,1,0,1,0,2.333333333,0.444444444,8,0.8,2,0.25,2,2,2,2,2,1,4,1,5,5,5,1,3,1,2,0,0.333333333
2012,3,0.666666667,1.8,0.2,2.166666667,0.388888889,7,0.7,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,3,1,2,0.25,1,0,4,1,1
2481,1,0,1.6,0.15,2.333333333,0.444444444,6,0.6,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,1,0,4,1,1
64,2,0.333333333,3.8,0.7,2.666666667,0.555555556,5,0.5,5,1,2,2,2,1,1.75,0.75,2,0.333333333,2,3,2.5,0.375,1,0,4,1,1
1601,2,0.333333333,2.4,0.35,2.5,0.5,7,0.7,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,5,5,5,1,2,0.5,3,0,0.666666667
2196,1,0,1.2,0.05,2,0.333333333,6,0.6,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,4,1,1
2630,1,0,1.2,0.05,2.166666667,0.388888889,8,0.8,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,4,1,1
583,1,0,1.4,0.1,1,0,10,1,1,0,2,2,2,2,2,1,3,0.666666667,1,1,1,0,1,0,3,0,0.666666667
2080,2,0.333333333,1,0,2.833333333,0.611111111,8,0.8,3,0.5,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,4,1,1
380,3,0.666666667,2.2,0.3,2.166666667,0.388888889,8,0.8,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,5,5,5,1,2,0.5,4,1,1
1314,1,0,1.6,0.15,1.5,0.166666667,6,0.6,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,3,5,4,0.75,2,0.5,4,1,1
1047,1,0,2.2,0.3,2.666666667,0.555555556,4,0.4,4,0.75,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,3,0,0.666666667
1306,2,0.333333333,2.8,0.45,2.5,0.5,6,0.6,4,0.75,2,2,2,1,1.75,0.75,2,0.333333333,1,1,1,0,1,0,4,1,1
651,2,0.333333333,2,0.25,2.5,0.5,5,0.5,2,0.25,2,2,2,2,2,1,2,0.333333333,4,2,3,0.5,1,0,3,0,0.666666667
1326,3,0.666666667,2.6,0.4,2,0.333333333,7,0.7,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,3,2,2.5,0.375,1,0,3,0,0.666666667
68,2,0.333333333,1.2,0.05,2,0.333333333,8,0.8,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,1,0,4,1,1
2828,2,0.333333333,1,0,2,0.333333333,8,0.8,1,0,1,2,2,1,1.5,0.5,2,0.333333333,2,2,2,0.25,1,0,4,1,1
2289,1,0,1,0,1,0,9,0.9,1,0,2,2,2,2,2,1,3,0.666666667,5,5,5,1,3,1,3,0,0.666666667
3048,2,0.333333333,1,0,2,0.333333333,9,0.9,2,0.25,2,2,2,2,2,1,3,0.666666667,4,5,4.5,0.875,2,0.5,4,1,1
1625,1,0,2,0.25,1.5,0.166666667,6,0.6,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,4,1,1
2051,3,0.666666667,1.8,0.2,2,0.333333333,8,0.8,2,0.25,1,2,2,1,1.5,0.5,2,0.333333333,3,3,3,0.5,2,0.5,3,0,0.666666667
267,1,0,1.4,0.1,1.833333333,0.277777778,7,0.7,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,2,2,2,0.25,1,0,4,1,1
3434,1,0,1.2,0.05,2,0.333333333,8,0.8,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,4,5,4.5,0.875,1,0,2,0,0.333333333
1887,4,1,5,1,2.666666667,0.555555556,2,0.2,5,1,2,2,2,1,1.75,0.75,1,0,5,3,4,0.75,3,1,1,0,0
1832,2,0.333333333,2.2,0.3,1.833333333,0.277777778,5,0.5,4,0.75,2,2,2,1,1.75,0.75,3,0.666666667,2,2,2,0.25,1,0,4,1,1
1830,2,0.333333333,1.8,0.2,2.333333333,0.444444444,6,0.6,4,0.75,2,2,2,2,2,1,4,1,2,2,2,0.25,1,0,3,0,0.666666667
1727,1,0,1.8,0.2,2,0.333333333,8,0.8,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,2,2,2,0.25,3,1,2,0,0.333333333
1451,1,0,1.2,0.05,1.666666667,0.222222222,6,0.6,1,0,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,1,0,4,1,1
2468,3,0.666666667,2,0.25,2.166666667,0.388888889,8,0.8,4,0.75,2,2,2,1,1.75,0.75,2,0.333333333,5,5,5,1,1,0,4,1,1
1438,1,0,1.2,0.05,1,0,7,0.7,2,0.25,1,2,2,1,1.5,0.5,4,1,1,1,1,0,1,0,4,1,1
69,1,0,1.8,0.2,2.833333333,0.611111111,7,0.7,2,0.25,2,2,2,2,2,1,4,1,5,5,5,1,1,0,4,1,1
1070,2,0.333333333,2.6,0.4,2.5,0.5,4,0.4,4,0.75,2,2,2,2,2,1,4,1,5,5,5,1,2,0.5,4,1,1
1425,1,0,1.6,0.15,2,0.333333333,7,0.7,2,0.25,2,2,2,2,2,1,4,1,1,1,1,0,1,0,4,1,1
1042,1,0,1,0,2,0.333333333,8,0.8,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,3,1,3,0,0.666666667
600,1,0,2.6,0.4,1.833333333,0.277777778,6,0.6,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,1,1,1,0,1,0,4,1,1
75,1,0,1.8,0.2,2.166666667,0.388888889,4,0.4,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,1,1,1,0,1,0,3,0,0.666666667
2693,3,0.666666667,3.8,0.7,2.833333333,0.611111111,2,0.2,2,0.25,1,2,2,1,1.5,0.5,2,0.333333333,1,1,1,0,1,0,4,1,1
1274,2,0.333333333,2.6,0.4,2.5,0.5,4,0.4,4,0.75,2,2,2,1,1.75,0.75,3,0.666666667,1,2,1.5,0.125,1,0,3,0,0.666666667
2255,1,0,1,0,1.833333333,0.277777778,7,0.7,2,0.25,2,2,2,2,2,1,3,0.666666667,1,1,1,0,2,0.5,4,1,1
1098,1,0,1.4,0.1,2.833333333,0.611111111,5,0.5,2,0.25,2,2,2,2,2,1,4,1,5,4,4.5,0.875,3,1,2,0,0.333333333
344,1,0,1.8,0.2,2,0.333333333,7,0.7,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,3,3,3,0.5,2,0.5,4,1,1
2060,1,0,2,0.25,3,0.666666667,7,0.7,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,1,0,3,0,0.666666667
691,1,0,1,0,1.833333333,0.277777778,9,0.9,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,4,1,1
3416,2,0.333333333,3,0.5,2.833333333,0.611111111,7,0.7,4,0.75,1,2,2,1,1.5,0.5,3,0.666666667,1,1,1,0,1,0,2,0,0.333333333
2149,1,0,1,0,2.666666667,0.555555556,5,0.5,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,3,1,4,1,1
1146,1,0,1.2,0.05,1.666666667,0.222222222,9,0.9,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,1,5,3,0.5,1,0,4,1,1
766,1,0,1,0,1.5,0.166666667,7,0.7,1,0,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,4,1,1
2019,3,0.666666667,2,0.25,2.166666667,0.388888889,6,0.6,2,0.25,1,2,2,1,1.5,0.5,3,0.666666667,1,1,1,0,1,0,1,0,0
126,1,0,1.8,0.2,2.166666667,0.388888889,7,0.7,2,0.25,2,2,2,2,2,1,2,0.333333333,1,1,1,0,1,0,4,1,1
2853,1,0,1.2,0.05,1.833333333,0.277777778,7,0.7,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,3,5,4,0.75,2,0.5,4,1,1
66,1,0,1.2,0.05,2.5,0.5,4,0.4,4,0.75,2,2,2,1,1.75,0.75,2,0.333333333,5,5,5,1,2,0.5,3,0,0.666666667
3472,1,0,1,0,1.333333333,0.111111111,9,0.9,1,0,2,2,2,2,2,1,4,1,5,5,5,1,2,0.5,2,0,0.333333333
2267,1,0,2.6,0.4,2.333333333,0.444444444,7,0.7,4,0.75,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,4,1,1
891,1,0,1.4,0.1,2.166666667,0.388888889,8,0.8,4,0.75,2,2,2,1,1.75,0.75,2,0.333333333,1,1,1,0,1,0,4,1,1
2505,2,0.333333333,1.4,0.1,2.5,0.5,6,0.6,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,3,0,0.666666667
2389,1,0,1.8,0.2,2,0.333333333,7,0.7,4,0.75,2,2,2,1,1.75,0.75,3,0.666666667,1,2,1.5,0.125,1,0,3,0,0.666666667
3437,1,0,1,0,2.333333333,0.444444444,6,0.6,2,0.25,2,2,2,2,2,1,4,1,5,5,5,1,2,0.5,3,0,0.666666667
1589,1,0,1.6,0.15,2.5,0.5,5,0.5,2,0.25,2,2,2,2,2,1,3,0.666666667,1,1,1,0,1,0,4,1,1
1772,2,0.333333333,1.2,0.05,2,0.333333333,6,0.6,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,3,0,0.666666667
1743,2,0.333333333,1.2,0.05,2.666666667,0.555555556,6,0.6,4,0.75,1,2,2,1,1.5,0.5,1,0,5,5,5,1,1,0,4,1,1
72,2,0.333333333,3.2,0.55,2,0.333333333,6,0.6,4,0.75,1,2,2,1,1.5,0.5,3,0.666666667,1,1,1,0,1,0,4,1,1
2268,1,0,2.4,0.35,1.833333333,0.277777778,5,0.5,2,0.25,1,2,2,2,1.75,0.75,3,0.666666667,1,1,1,0,2,0.5,3,0,0.666666667
2650,3,0.666666667,1,0,2.5,0.5,10,1,5,1,2,2,2,2,2,1,4,1,5,5,5,1,1,0,4,1,1
2763,1,0,1.4,0.1,2.333333333,0.444444444,4,0.4,4,0.75,2,2,2,2,2,1,3,0.666666667,1,1,1,0,3,1,1,0,0
323,1,0,1,0,1.833333333,0.277777778,7,0.7,2,0.25,2,2,2,2,2,1,4,1,5,5,5,1,2,0.5,3,0,0.666666667
1392,3,0.666666667,1.6,0.15,2.333333333,0.444444444,8,0.8,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,1,0,0
1679,1,0,1.4,0.1,1.333333333,0.111111111,8,0.8,1,0,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,4,1,1
2605,2,0.333333333,3.4,0.6,2.5,0.5,5,0.5,2,0.25,2,2,2,2,2,1,2,0.333333333,1,5,3,0.5,1,0,4,1,1
2220,2,0.333333333,1,0,2,0.333333333,6,0.6,2,0.25,2,2,2,1,1.75,0.75,1,0,1,1,1,0,1,0,4,1,1
2732,2,0.333333333,1.8,0.2,2.5,0.5,8,0.8,4,0.75,2,2,1,2,1.75,0.75,3,0.666666667,5,4,4.5,0.875,2,0.5,1,0,0
2606,1,0,1.4,0.1,2,0.333333333,7,0.7,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,4,1,1
1247,1,0,1.4,0.1,2.666666667,0.555555556,7,0.7,4,0.75,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,4,1,1
1369,1,0,1.2,0.05,1.333333333,0.111111111,6,0.6,4,0.75,2,2,2,1,1.75,0.75,3,0.666666667,4,4,4,0.75,2,0.5,2,0,0.333333333
2813,1,0,1,0,2,0.333333333,3,0.3,2,0.25,2,2,2,2,2,1,3,0.666666667,4,4,4,0.75,1,0,4,1,1
1768,1,0,1,0,1.5,0.166666667,8,0.8,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,3,3,3,0.5,1,0,4,1,1
302,1,0,1.8,0.2,2.166666667,0.388888889,6,0.6,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,3,0,0.666666667
544,2,0.333333333,2,0.25,2,0.333333333,6,0.6,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,4,1,1
1079,3,0.666666667,1.8,0.2,1.5,0.166666667,7,0.7,2,0.25,2,2,2,2,2,1,2,0.333333333,5,2,3.5,0.625,2,0.5,4,1,1
3459,1,0,1.2,0.05,1.5,0.166666667,7,0.7,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,3,0,0.666666667
1273,1,0,2,0.25,1.333333333,0.111111111,4,0.4,4,0.75,1,2,2,1,1.5,0.5,3,0.666666667,2,2,2,0.25,1,0,4,1,1
3143,2,0.333333333,1.4,0.1,2.166666667,0.388888889,6,0.6,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,4,4.5,0.875,2,0.5,4,1,1
604,1,0,1,0,2,0.333333333,8,0.8,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,4,1,1
2668,1,0,1.2,0.05,2.5,0.5,7,0.7,4,0.75,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,3,1,1,0,0
2491,1,0,1.4,0.1,2,0.333333333,8,0.8,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,4,1,1
2312,2,0.333333333,1.4,0.1,2,0.333333333,7,0.7,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,3,0,0.666666667
765,4,1,1.8,0.2,2.333333333,0.444444444,6,0.6,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,4,1,1
2359,1,0,3,0.5,2.666666667,0.555555556,8,0.8,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,4,4,4,0.75,1,0,2,0,0.333333333
2835,2,0.333333333,1.4,0.1,2.333333333,0.444444444,6,0.6,4,0.75,2,2,2,1,1.75,0.75,2,0.333333333,5,5,5,1,2,0.5,3,0,0.666666667
701,1,0,1.4,0.1,1.833333333,0.277777778,9,0.9,1,0,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,4,1,1
2521,2,0.333333333,2.6,0.4,2.333333333,0.444444444,5,0.5,2,0.25,2,2,2,2,2,1,3,0.666666667,1,1,1,0,1,0,3,0,0.666666667
1397,1,0,2.2,0.3,2.333333333,0.444444444,7,0.7,2,0.25,2,2,2,1,1.75,0.75,4,1,5,5,5,1,2,0.5,4,1,1
1591,1,0,1.6,0.15,2,0.333333333,6,0.6,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,1,0,3,0,0.666666667
2694,4,1,3.6,0.65,2.666666667,0.555555556,2,0.2,5,1,2,2,2,1,1.75,0.75,4,1,1,1,1,0,1,0,3,0,0.666666667
1888,1,0,4.6,0.9,2.333333333,0.444444444,2,0.2,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,4,1,1
1372,1,0,1.8,0.2,2.166666667,0.388888889,6,0.6,2,0.25,1,2,2,1,1.5,0.5,3,0.666666667,1,1,1,0,1,0,4,1,1
1724,1,0,1.4,0.1,2.666666667,0.555555556,8,0.8,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,1,0,3,0,0.666666667
281,1,0,1.4,0.1,1.833333333,0.277777778,6,0.6,2,0.25,1,2,2,2,1.75,0.75,4,1,5,4,4.5,0.875,1,0,4,1,1
776,1,0,2,0.25,2,0.333333333,7,0.7,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,2,0,0.333333333
1856,2,0.333333333,2.6,0.4,2.5,0.5,7,0.7,4,0.75,1,2,1,1,1.25,0.25,3,0.666666667,4,4,4,0.75,1,0,4,1,1
2193,1,0,1.6,0.15,2.333333333,0.444444444,7,0.7,2,0.25,2,2,2,2,2,1,2,0.333333333,1,1,1,0,1,0,4,1,1
3374,1,0,2.8,0.45,2,0.333333333,2,0.2,4,0.75,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,1,0,0
84,3,0.666666667,3.6,0.65,2.5,0.5,6,0.6,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,3,2,2.5,0.375,1,0,2,0,0.333333333
486,2,0.333333333,3,0.5,2.5,0.5,5,0.5,2,0.25,2,2,2,2,2,1,2,0.333333333,1,1,1,0,1,0,4,1,1
1089,1,0,1,0,1.5,0.166666667,8,0.8,2,0.25,2,2,2,2,2,1,2,0.333333333,5,5,5,1,1,0,4,1,1
1287,2,0.333333333,1.4,0.1,1.833333333,0.277777778,8,0.8,1,0,2,2,2,1,1.75,0.75,4,1,5,5,5,1,1,0,4,1,1
3254,1,0,1,0,2,0.333333333,8,0.8,2,0.25,1,2,2,2,1.75,0.75,3,0.666666667,2,2,2,0.25,1,0,4,1,1
3278,1,0,2,0.25,1.833333333,0.277777778,7,0.7,2,0.25,1,2,2,2,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,4,1,1
629,4,1,4,0.75,2.333333333,0.444444444,6,0.6,4,0.75,2,2,2,1,1.75,0.75,2,0.333333333,1,1,1,0,1,0,3,0,0.666666667
2946,1,0,1.8,0.2,2.166666667,0.388888889,5,0.5,4,0.75,1,2,2,2,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,4,1,1
1364,1,0,3.2,0.55,2.833333333,0.611111111,3,0.3,4,0.75,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,3,0,0.666666667
2188,1,0,2.4,0.35,2,0.333333333,5,0.5,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,1,2,1.5,0.125,1,0,4,1,1
2299,1,0,1.4,0.1,2,0.333333333,6,0.6,2,0.25,2,2,2,2,2,1,3,0.666666667,1,1,1,0,1,0,4,1,1
2017,2,0.333333333,1,0,2.333333333,0.444444444,8,0.8,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,2,0.5,4,1,1
3487,1,0,1.2,0.05,2.333333333,0.444444444,7,0.7,2,0.25,1,2,2,1,1.5,0.5,3,0.666666667,1,1,1,0,1,0,4,1,1
2994,4,1,5,1,2.666666667,0.555555556,2,0.2,4,0.75,2,2,2,2,2,1,3,0.666666667,1,1,1,0,1,0,2,0,0.333333333
1299,3,0.666666667,2.6,0.4,2,0.333333333,6,0.6,2,0.25,1,2,2,1,1.5,0.5,2,0.333333333,1,1,1,0,1,0,4,1,1
188,1,0,1.2,0.05,1.5,0.166666667,9,0.9,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,4,1,1
295,1,0,1.2,0.05,1.833333333,0.277777778,9,0.9,1,0,2,2,2,2,2,1,3,0.666666667,1,1,1,0,1,0,4,1,1
1673,4,1,3.8,0.7,2.166666667,0.388888889,3,0.3,1,0,2,2,2,1,1.75,0.75,2,0.333333333,1,1,1,0,1,0,4,1,1
1937,1,0,1.8,0.2,2.333333333,0.444444444,8,0.8,4,0.75,2,2,2,2,2,1,2,0.333333333,2,2,2,0.25,1,0,4,1,1
2165,2,0.333333333,1.6,0.15,2.666666667,0.555555556,6,0.6,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,5,5,5,1,1,0,4,1,1
2705,2,0.333333333,2.2,0.3,1.666666667,0.222222222,8,0.8,2,0.25,2,2,2,2,2,1,1,0,3,1,2,0.25,1,0,3,0,0.666666667
2530,1,0,1,0,1.5,0.166666667,8,0.8,2,0.25,1,1,1,1,1,0,2,0.333333333,1,1,1,0,1,0,4,1,1
500,1,0,1,0,1.5,0.166666667,5,0.5,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,4,1,1
2508,4,1,4,0.75,2.166666667,0.388888889,3,0.3,4,0.75,2,1,1,1,1.25,0.25,3,0.666666667,5,5,5,1,2,0.5,4,1,1
283,1,0,2.2,0.3,2.5,0.5,7,0.7,4,0.75,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,4,1,1
310,1,0,2,0.25,2.166666667,0.388888889,5,0.5,4,0.75,2,2,2,1,1.75,0.75,3,0.666666667,2,2,2,0.25,2,0.5,4,1,1
1412,4,1,4.6,0.9,2.333333333,0.444444444,4,0.4,4,0.75,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,2,0,0.333333333
921,3,0.666666667,4,0.75,2,0.333333333,4,0.4,4,0.75,2,2,2,1,1.75,0.75,2,0.333333333,2,3,2.5,0.375,1,0,4,1,1
2128,4,1,4.2,0.8,2.833333333,0.611111111,2,0.2,4,0.75,2,2,2,1,1.75,0.75,2,0.333333333,1,1,1,0,1,0,4,1,1
2163,2,0.333333333,3.6,0.65,3,0.666666667,7,0.7,2,0.25,2,2,2,2,2,1,2,0.333333333,1,1,1,0,1,0,4,1,1
1848,2,0.333333333,1.8,0.2,1.833333333,0.277777778,7,0.7,2,0.25,1,2,2,2,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,3,0,0.666666667
529,2,0.333333333,1.2,0.05,2.5,0.5,6,0.6,4,0.75,2,2,2,2,2,1,2,0.333333333,5,5,5,1,2,0.5,4,1,1
1223,1,0,1.2,0.05,2.333333333,0.444444444,7,0.7,2,0.25,2,2,1,2,1.75,0.75,2,0.333333333,1,1,1,0,1,0,3,0,0.666666667
2597,3,0.666666667,2,0.25,2,0.333333333,8,0.8,4,0.75,1,2,2,1,1.5,0.5,1,0,5,5,5,1,1,0,4,1,1
1103,1,0,2.4,0.35,2.666666667,0.555555556,4,0.4,5,1,1,2,2,1,1.5,0.5,3,0.666666667,5,3,4,0.75,2,0.5,3,0,0.666666667
2962,4,1,2.2,0.3,2.5,0.5,7,0.7,2,0.25,2,2,2,2,2,1,3,0.666666667,2,2,2,0.25,1,0,4,1,1
387,2,0.333333333,3,0.5,2.333333333,0.444444444,5,0.5,5,1,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,4,1,1
77,1,0,1.4,0.1,2.333333333,0.444444444,6,0.6,4,0.75,2,2,2,2,2,1,4,1,1,1,1,0,1,0,3,0,0.666666667
1346,1,0,2.4,0.35,2.166666667,0.388888889,7,0.7,4,0.75,1,2,2,1,1.5,0.5,3,0.666666667,4,5,4.5,0.875,2,0.5,3,0,0.666666667
2092,3,0.666666667,3.8,0.7,3,0.666666667,4,0.4,2,0.25,1,2,2,1,1.5,0.5,3,0.666666667,5,5,5,1,2,0.5,4,1,1
1238,2,0.333333333,2.4,0.35,2,0.333333333,7,0.7,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,3,5,4,0.75,2,0.5,4,1,1
2774,1,0,2.4,0.35,1.833333333,0.277777778,7,0.7,2,0.25,2,2,2,1,1.75,0.75,4,1,1,1,1,0,1,0,3,0,0.666666667
402,2,0.333333333,1.6,0.15,1.833333333,0.277777778,7,0.7,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,1,3,2,0.25,2,0.5,4,1,1
1315,2,0.333333333,1.4,0.1,2,0.333333333,6,0.6,2,0.25,2,2,1,1,1.5,0.5,2,0.333333333,1,1,1,0,2,0.5,4,1,1
465,1,0,1.2,0.05,2.5,0.5,6,0.6,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,4,1,1
3074,1,0,1.4,0.1,2.5,0.5,7,0.7,4,0.75,1,2,2,1,1.5,0.5,3,0.666666667,5,5,5,1,2,0.5,4,1,1
2691,1,0,1,0,1.5,0.166666667,10,1,1,0,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,4,1,1
2071,1,0,1.2,0.05,2,0.333333333,6,0.6,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,4,1,1
2805,1,0,1,0,1,0,9,0.9,2,0.25,2,2,2,2,2,1,4,1,5,5,5,1,3,1,1,0,0
2538,1,0,2.2,0.3,1.666666667,0.222222222,8,0.8,2,0.25,2,2,2,1,1.75,0.75,4,1,1,1,1,0,1,0,4,1,1
2882,2,0.333333333,2.6,0.4,2.5,0.5,5,0.5,4,0.75,2,2,2,1,1.75,0.75,2,0.333333333,2,1,1.5,0.125,1,0,3,0,0.666666667
2142,4,1,4,0.75,1.833333333,0.277777778,4,0.4,2,0.25,1,2,2,1,1.5,0.5,2,0.333333333,1,1,1,0,1,0,3,0,0.666666667
1156,3,0.666666667,2.4,0.35,2.5,0.5,6,0.6,2,0.25,2,2,1,2,1.75,0.75,2,0.333333333,1,1,1,0,3,1,2,0,0.333333333
2689,1,0,1,0,1.333333333,0.111111111,8,0.8,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,1,0,4,1,1
941,1,0,1,0,3,0.666666667,8,0.8,1,0,2,2,2,2,2,1,3,0.666666667,3,5,4,0.75,2,0.5,4,1,1
523,1,0,2.4,0.35,2.833333333,0.611111111,5,0.5,4,0.75,2,2,2,1,1.75,0.75,3,0.666666667,1,2,1.5,0.125,1,0,2,0,0.333333333
2726,3,0.666666667,2.8,0.45,2,0.333333333,3,0.3,4,0.75,1,2,2,1,1.5,0.5,3,0.666666667,3,3,3,0.5,1,0,4,1,1
2806,1,0,1.2,0.05,1.333333333,0.111111111,8,0.8,2,0.25,1,2,2,1,1.5,0.5,3,0.666666667,2,2,2,0.25,1,0,3,0,0.666666667
2238,1,0,2,0.25,1.833333333,0.277777778,5,0.5,4,0.75,2,2,2,2,2,1,1,0,2,3,2.5,0.375,1,0,4,1,1
1271,1,0,2,0.25,2.5,0.5,6,0.6,4,0.75,1,2,2,1,1.5,0.5,2,0.333333333,1,4,2.5,0.375,1,0,4,1,1
81,3,0.666666667,1.2,0.05,2,0.333333333,8,0.8,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,2,4,3,0.5,2,0.5,4,1,1
3406,1,0,1.2,0.05,2.666666667,0.555555556,8,0.8,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,4,1,1
2205,2,0.333333333,3,0.5,2,0.333333333,7,0.7,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,2,2,2,0.25,1,0,3,0,0.666666667
1981,1,0,1.2,0.05,2.166666667,0.388888889,7,0.7,2,0.25,1,2,2,2,1.75,0.75,3,0.666666667,4,4,4,0.75,2,0.5,2,0,0.333333333
