SRCID,D3,D3_norm,D1_avg,D1_norm,A4_avg,A4_norm,A3,A3_norm,A1,A1_norm,B1a,B1b,B1c,B1d,B1_avg,B1_avg_norm,B4,B4_norm,B6f,B6g,B6_avg,B6_avg_norm,B7,B7_norm,V1,V1_binary,V1_norm
616,1,0,1.6,0.15,2.666666667,0.555555556,2,0.2,4,0.75,2,2,2,1,1.75,0.75,1,0,5,5,5,1,2,0.5,4,1,1
2765,1,0,1.4,0.1,2.333333333,0.444444444,5,0.5,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,4,1,1
2846,3,0.666666667,3.6,0.65,3,0.666666667,5,0.5,4,0.75,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,4,1,1
2065,3,0.666666667,2.4,0.35,2.333333333,0.444444444,3,0.3,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,1,1,1,0,1,0,4,1,1
1958,2,0.333333333,3.8,0.7,2.5,0.5,7,0.7,2,0.25,1,2,2,1,1.5,0.5,2,0.333333333,1,1,1,0,1,0,4,1,1
662,2,0.333333333,2,0.25,1.5,0.166666667,7,0.7,2,0.25,1,2,2,1,1.5,0.5,2,0.333333333,1,1,1,0,1,0,4,1,1
2221,1,0,1,0,2,0.333333333,8,0.8,2,0.25,2,2,2,2,2,1,3,0.666666667,4,5,4.5,0.875,3,1,1,0,0
308,2,0.333333333,3,0.5,2,0.333333333,7,0.7,4,0.75,2,2,2,1,1.75,0.75,2,0.333333333,3,3,3,0.5,2,0.5,4,1,1
2154,1,0,1.8,0.2,2.5,0.5,7,0.7,2,0.25,2,2,2,2,2,1,4,1,5,5,5,1,2,0.5,4,1,1
524,1,0,2.2,0.3,1.833333333,0.277777778,7,0.7,2,0.25,2,2,1,2,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,4,1,1
2829,3,0.666666667,3.2,0.55,2.666666667,0.555555556,6,0.6,4,0.75,2,2,2,1,1.75,0.75,4,1,1,1,1,0,2,0.5,3,0,0.666666667
988,1,0,2,0.25,2.166666667,0.388888889,5,0.5,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,1,1,1,0,2,0.5,4,1,1
3579,2,0.333333333,2.6,0.4,3,0.666666667,7,0.7,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,1,1,1,0,2,0.5,4,1,1
889,1,0,1.8,0.2,1.333333333,0.111111111,8,0.8,2,0.25,2,2,2,2,2,1,3,0.666666667,1,1,1,0,1,0,4,1,1
690,2,0.333333333,3.2,0.55,2.666666667,0.555555556,8,0.8,5,1,1,2,1,1,1.25,0.25,3,0.666666667,3,3,3,0.5,1,0,3,0,0.666666667
2494,1,0,2.4,0.35,2.166666667,0.388888889,4,0.4,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,3,0,0.666666667
2744,3,0.666666667,3.4,0.6,1.666666667,0.222222222,3,0.3,2,0.25,2,2,1,1,1.5,0.5,2,0.333333333,5,5,5,1,3,1,1,0,0
1911,1,0,2.4,0.35,2.666666667,0.555555556,4,0.4,4,0.75,2,2,2,1,1.75,0.75,3,0.666666667,2,2,2,0.25,1,0,3,0,0.666666667
292,2,0.333333333,2.4,0.35,2.166666667,0.388888889,7,0.7,5,1,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,4,1,1
420,1,0,1.6,0.15,2.166666667,0.388888889,8,0.8,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,1,1,1,0,2,0.5,4,1,1
3147,3,0.666666667,2.4,0.35,1.5,0.166666667,7,0.7,2,0.25,2,2,1,2,1.75,0.75,3,0.666666667,4,4,4,0.75,2,0.5,4,1,1
2760,1,0,1,0,2,0.333333333,7,0.7,2,0.25,2,2,2,2,2,1,2,0.333333333,5,5,5,1,2,0.5,4,1,1
2173,1,0,1.4,0.1,2.166666667,0.388888889,8,0.8,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,5,5,5,1,2,0.5,4,1,1
682,1,0,2.2,0.3,2,0.333333333,7,0.7,4,0.75,2,2,2,2,2,1,3,0.666666667,3,4,3.5,0.625,2,0.5,4,1,1
325,2,0.333333333,2.8,0.45,1.5,0.166666667,7,0.7,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,4,1,1
80,1,0,1.8,0.2,2.5,0.5,9,0.9,4,0.75,2,2,2,2,2,1,2,0.333333333,2,5,3.5,0.625,1,0,4,1,1
938,1,0,1.2,0.05,2,0.333333333,8,0.8,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,1,0,4,1,1
603,2,0.333333333,1.4,0.1,1.666666667,0.222222222,7,0.7,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,3,0,0.666666667
1172,1,0,1.2,0.05,2.166666667,0.388888889,10,1,1,0,2,2,2,2,2,1,3,0.666666667,2,2,2,0.25,1,0,4,1,1
1818,1,0,1,0,2,0.333333333,7,0.7,2,0.25,2,2,2,2,2,1,4,1,5,3,4,0.75,1,0,4,1,1
2728,2,0.333333333,2.4,0.35,2.5,0.5,2,0.2,4,0.75,2,2,1,1,1.5,0.5,1,0,1,1,1,0,1,0,4,1,1
90,2,0.333333333,1.6,0.15,1.666666667,0.222222222,8,0.8,2,0.25,1,2,2,1,1.5,0.5,2,0.333333333,3,3,3,0.5,1,0,4,1,1
3403,1,0,1.6,0.15,2.666666667,0.555555556,7,0.7,4,0.75,1,2,2,1,1.5,0.5,2,0.333333333,2,1,1.5,0.125,1,0,4,1,1
2731,1,0,1.6,0.15,2.333333333,0.444444444,7,0.7,2,0.25,1,2,2,2,1.75,0.75,2,0.333333333,1,2,1.5,0.125,1,0,4,1,1
437,3,0.666666667,2.6,0.4,1.666666667,0.222222222,8,0.8,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,3,3,3,0.5,1,0,4,1,1
2475,2,0.333333333,3.4,0.6,2.166666667,0.388888889,6,0.6,4,0.75,2,2,2,1,1.75,0.75,2,0.333333333,4,5,4.5,0.875,1,0,4,1,1
834,2,0.333333333,4,0.75,2.833333333,0.611111111,2,0.2,5,1,1,2,2,1,1.5,0.5,3,0.666666667,2,2,2,0.25,1,0,4,1,1
329,2,0.333333333,2.2,0.3,1.5,0.166666667,6,0.6,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,2,2,2,0.25,1,0,4,1,1
2874,1,0,1.6,0.15,2.666666667,0.555555556,6,0.6,4,0.75,2,2,2,1,1.75,0.75,2,0.333333333,1,1,1,0,1,0,3,0,0.666666667
1435,1,0,1,0,1.833333333,0.277777778,8,0.8,1,0,2,2,2,1,1.75,0.75,4,1,1,1,1,0,1,0,4,1,1
2458,3,0.666666667,2.6,0.4,2.5,0.5,5,0.5,2,0.25,1,2,2,1,1.5,0.5,2,0.333333333,1,1,1,0,1,0,4,1,1
2635,4,1,2.4,0.35,1.333333333,0.111111111,5,0.5,4,0.75,2,2,2,1,1.75,0.75,2,0.333333333,5,5,5,1,1,0,4,1,1
1834,2,0.333333333,2.4,0.35,3.333333333,0.777777778,7,0.7,5,1,2,2,2,2,2,1,4,1,5,5,5,1,3,1,2,0,0.333333333
2129,1,0,1,0,2.5,0.5,8,0.8,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,1,2,1.5,0.125,1,0,4,1,1
846,2,0.333333333,1,0,2.666666667,0.555555556,5,0.5,4,0.75,2,2,2,1,1.75,0.75,4,1,1,1,1,0,2,0.5,1,0,0
942,1,0,1,0,1.833333333,0.277777778,7,0.7,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,4,1,1
1957,1,0,1.6,0.15,1.333333333,0.111111111,7,0.7,2,0.25,2,2,2,2,2,1,3,0.666666667,1,1,1,0,2,0.5,4,1,1
2358,1,0,2.2,0.3,2.333333333,0.444444444,7,0.7,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,4,1,1
1257,1,0,1.2,0.05,1.666666667,0.222222222,7,0.7,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,4,1,1
1516,1,0,1.2,0.05,2.166666667,0.388888889,9,0.9,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,4,4,4,0.75,1,0,4,1,1
2631,1,0,1,0,2.5,0.5,7,0.7,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,3,0,0.666666667
975,1,0,1.2,0.05,2,0.333333333,9,0.9,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,3,1,3,0,0.666666667
709,1,0,1,0,1.5,0.166666667,8,0.8,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,5,5,5,1,2,0.5,4,1,1
2053,1,0,1,0,1.666666667,0.222222222,8,0.8,1,0,1,2,1,1,1.25,0.25,3,0.666666667,3,3,3,0.5,2,0.5,4,1,1
286,2,0.333333333,2,0.25,2.5,0.5,6,0.6,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,3,0,0.666666667
1852,1,0,1.6,0.15,2.166666667,0.388888889,7,0.7,4,0.75,1,2,2,1,1.5,0.5,2,0.333333333,2,2,2,0.25,1,0,4,1,1
751,3,0.666666667,3,0.5,2.166666667,0.388888889,5,0.5,2,0.25,2,2,2,2,2,1,4,1,3,3,3,0.5,2,0.5,4,1,1
368,2,0.333333333,2.2,0.3,3.333333333,0.777777778,3,0.3,4,0.75,2,2,1,1,1.5,0.5,2,0.333333333,2,4,3,0.5,2,0.5,4,1,1
3469,1,0,1.6,0.15,2,0.333333333,6,0.6,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,3,0,0.666666667
2768,1,0,1,0,1.833333333,0.277777778,8,0.8,2,0.25,2,2,2,2,2,1,4,1,5,5,5,1,3,1,2,0,0.333333333
3158,1,0,1.4,0.1,2,0.333333333,8,0.8,2,0.25,2,2,2,2,2,1,4,1,2,5,3.5,0.625,1,0,3,0,0.666666667
3455,2,0.333333333,3.6,0.65,2.5,0.5,2,0.2,5,1,1,2,2,1,1.5,0.5,3,0.666666667,5,5,5,1,3,1,1,0,0
1328,4,1,5,1,2.166666667,0.388888889,4,0.4,4,0.75,2,2,2,1,1.75,0.75,1,0,5,5,5,1,2,0.5,4,1,1
3155,1,0,2.4,0.35,1.666666667,0.222222222,8,0.8,2,0.25,2,2,2,1,1.75,0.75,1,0,2,2,2,0.25,1,0,4,1,1
2471,3,0.666666667,2.2,0.3,2.166666667,0.388888889,8,0.8,2,0.25,2,2,2,2,2,1,4,1,4,5,4.5,0.875,2,0.5,4,1,1
352,1,0,1.4,0.1,1.833333333,0.277777778,5,0.5,2,0.25,1,2,2,2,1.75,0.75,3,0.666666667,4,4,4,0.75,2,0.5,4,1,1
2037,1,0,1,0,1.666666667,0.222222222,9,0.9,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,5,5,5,1,2,0.5,4,1,1
939,2,0.333333333,1.8,0.2,2.5,0.5,4,0.4,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,2,3,2.5,0.375,1,0,4,1,1
1910,2,0.333333333,2.4,0.35,2.5,0.5,7,0.7,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,3,0,0.666666667
440,1,0,1.4,0.1,2,0.333333333,9,0.9,4,0.75,2,2,2,2,2,1,2,0.333333333,5,5,5,1,2,0.5,4,1,1
3408,1,0,1.6,0.15,1.666666667,0.222222222,7,0.7,1,0,2,2,2,1,1.75,0.75,3,0.666666667,3,4,3.5,0.625,3,1,2,0,0.333333333
848,1,0,1.6,0.15,1.666666667,0.222222222,7,0.7,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,1,0,4,1,1
2224,1,0,1,0,1.166666667,0.055555556,10,1,1,0,2,2,2,2,2,1,4,1,5,5,5,1,1,0,4,1,1
347,1,0,1,0,1.166666667,0.055555556,8,0.8,2,0.25,1,2,2,2,1.75,0.75,3,0.666666667,5,5,5,1,1,0,3,0,0.666666667
2808,1,0,1.2,0.05,2.166666667,0.388888889,8,0.8,1,0,2,2,2,2,2,1,3,0.666666667,4,5,4.5,0.875,2,0.5,4,1,1
3196,1,0,1.2,0.05,2.5,0.5,7,0.7,2,0.25,2,2,1,1,1.5,0.5,2,0.333333333,4,5,4.5,0.875,2,0.5,3,0,0.666666667
1358,1,0,2.2,0.3,1.666666667,0.222222222,6,0.6,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,3,1,4,1,1
1844,1,0,1.4,0.1,2.666666667,0.555555556,7,0.7,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,2,2,2,0.25,1,0,4,1,1
2893,1,0,1,0,2,0.333333333,8,0.8,4,0.75,1,2,2,1,1.5,0.5,3,0.666666667,5,5,5,1,1,0,3,0,0.666666667
3401,1,0,1.8,0.2,2.166666667,0.388888889,8,0.8,2,0.25,1,2,2,1,1.5,0.5,2,0.333333333,5,4,4.5,0.875,2,0.5,3,0,0.666666667
2435,1,0,1.2,0.05,1.666666667,0.222222222,5,0.5,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,3,1,2,0,0.333333333
818,2,0.333333333,2,0.25,1.666666667,0.222222222,7,0.7,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,2,4,3,0.5,2,0.5,2,0,0.333333333
2781,3,0.666666667,1.4,0.1,2,0.333333333,7,0.7,4,0.75,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,4,1,1
1550,2,0.333333333,1.2,0.05,2.166666667,0.388888889,6,0.6,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,1,5,3,0.5,1,0,4,1,1
1802,1,0,1.2,0.05,2,0.333333333,7,0.7,2,0.25,1,2,2,1,1.5,0.5,2,0.333333333,2,3,2.5,0.375,1,0,4,1,1
2363,1,0,2,0.25,2,0.333333333,5,0.5,2,0.25,1,2,1,2,1.5,0.5,2,0.333333333,3,3,3,0.5,1,0,4,1,1
86,4,1,3.2,0.55,1.5,0.166666667,5,0.5,2,0.25,1,2,2,1,1.5,0.5,3,0.666666667,1,1,1,0,2,0.5,3,0,0.666666667
1190,1,0,1,0,2.333333333,0.444444444,8,0.8,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,2,3,2.5,0.375,1,0,4,1,1
2052,1,0,1.4,0.1,2.166666667,0.388888889,8,0.8,1,0,2,2,2,1,1.75,0.75,3,0.666666667,4,4,4,0.75,2,0.5,2,0,0.333333333
1605,2,0.333333333,3.2,0.55,2.333333333,0.444444444,7,0.7,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,4,1,1
434,1,0,1,0,1.666666667,0.222222222,10,1,1,0,2,2,2,2,2,1,4,1,5,5,5,1,3,1,1,0,0
1714,1,0,2,0.25,2.333333333,0.444444444,7,0.7,4,0.75,2,2,2,1,1.75,0.75,2,0.333333333,4,5,4.5,0.875,2,0.5,4,1,1
1017,1,0,1,0,2,0.333333333,8,0.8,2,0.25,2,2,2,2,2,1,3,0.666666667,3,3,3,0.5,1,0,3,0,0.666666667
984,1,0,2.4,0.35,2.166666667,0.388888889,3,0.3,4,0.75,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,1,0,4,1,1
392,2,0.333333333,1.4,0.1,2,0.333333333,7,0.7,4,0.75,2,2,2,2,2,1,3,0.666666667,1,2,1.5,0.125,1,0,4,1,1
2546,1,0,2,0.25,2.166666667,0.388888889,6,0.6,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,2,2,2,0.25,2,0.5,3,0,0.666666667
2852,2,0.333333333,3,0.5,2,0.333333333,6,0.6,2,0.25,2,2,2,2,2,1,4,1,4,5,4.5,0.875,3,1,3,0,0.666666667
82,1,0,1,0,2,0.333333333,8,0.8,2,0.25,2,2,2,2,2,1,3,0.666666667,3,5,4,0.75,3,1,3,0,0.666666667
311,1,0,1,0,1.833333333,0.277777778,7,0.7,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,5,5,5,1,2,0.5,4,1,1
2987,1,0,1,0,1.166666667,0.055555556,8,0.8,1,0,2,2,2,2,2,1,3,0.666666667,2,2,2,0.25,1,0,4,1,1
389,2,0.333333333,3,0.5,2,0.333333333,8,0.8,1,0,2,2,2,2,2,1,4,1,2,2,2,0.25,1,0,4,1,1
774,3,0.666666667,2,0.25,2,0.333333333,7,0.7,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,4,5,4.5,0.875,3,1,4,1,1
944,1,0,1,0,1.5,0.166666667,8,0.8,2,0.25,1,2,2,1,1.5,0.5,3,0.666666667,4,4,4,0.75,1,0,3,0,0.666666667
1640,2,0.333333333,3.6,0.65,3,0.666666667,3,0.3,4,0.75,2,2,2,1,1.75,0.75,3,0.666666667,2,2,2,0.25,1,0,3,0,0.666666667
3383,1,0,1,0,2,0.333333333,8,0.8,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,4,1,1
1388,1,0,1,0,2,0.333333333,9,0.9,1,0,2,2,2,2,2,1,3,0.666666667,4,4,4,0.75,1,0,4,1,1
1977,1,0,1.4,0.1,2.333333333,0.444444444,9,0.9,1,0,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,1,0,4,1,1
2462,3,0.666666667,2.2,0.3,2,0.333333333,7,0.7,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,4,4,4,0.75,2,0.5,4,1,1
1963,1,0,1.6,0.15,2.5,0.5,8,0.8,2,0.25,1,2,2,1,1.5,0.5,4,1,3,3,3,0.5,2,0.5,4,1,1
2807,1,0,1,0,2.333333333,0.444444444,5,0.5,5,1,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,4,1,1
320,1,0,1.4,0.1,2,0.333333333,3,0.3,4,0.75,2,2,2,2,2,1,1,0,1,1,1,0,1,0,4,1,1
1678,1,0,3.2,0.55,2,0.333333333,4,0.4,2,0.25,1,2,2,1,1.5,0.5,3,0.666666667,2,2,2,0.25,2,0.5,4,1,1
197,3,0.666666667,2.4,0.35,2.666666667,0.555555556,5,0.5,2,0.25,2,2,2,2,2,1,2,0.333333333,1,1,1,0,1,0,4,1,1
781,1,0,1,0,1.666666667,0.222222222,9,0.9,1,0,2,2,2,1,1.75,0.75,2,0.333333333,3,5,4,0.75,1,0,4,1,1
2856,3,0.666666667,1.8,0.2,2.166666667,0.388888889,7,0.7,2,0.25,1,2,2,1,1.5,0.5,3,0.666666667,5,3,4,0.75,2,0.5,4,1,1
1268,1,0,1,0,2,0.333333333,7,0.7,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,5,4,4.5,0.875,2,0.5,4,1,1
431,1,0,1.4,0.1,2,0.333333333,7,0.7,1,0,1,2,2,1,1.5,0.5,1,0,5,5,5,1,2,0.5,4,1,1
1020,1,0,1.4,0.1,2,0.333333333,8,0.8,4,0.75,2,2,2,1,1.75,0.75,3,0.666666667,3,5,4,0.75,1,0,3,0,0.666666667
1396,1,0,1.4,0.1,2,0.333333333,8,0.8,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,1,0,4,1,1
1076,1,0,1.4,0.1,2.333333333,0.444444444,7,0.7,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,2,4,3,0.5,1,0,4,1,1
1718,1,0,1.4,0.1,1.833333333,0.277777778,9,0.9,5,1,1,2,2,2,1.75,0.75,3,0.666666667,1,2,1.5,0.125,1,0,4,1,1
1290,1,0,1,0,1.833333333,0.277777778,6,0.6,2,0.25,2,2,2,2,2,1,4,1,5,5,5,1,1,0,4,1,1
2706,1,0,1,0,1.333333333,0.111111111,7,0.7,4,0.75,2,2,2,2,2,1,3,0.666666667,5,5,5,1,3,1,2,0,0.333333333
1312,1,0,1.2,0.05,2.5,0.5,6,0.6,4,0.75,2,2,2,2,2,1,3,0.666666667,4,5,4.5,0.875,2,0.5,3,0,0.666666667
2222,1,0,1,0,1.833333333,0.277777778,9,0.9,1,0,1,2,2,1,1.5,0.5,3,0.666666667,5,5,5,1,2,0.5,4,1,1
1001,2,0.333333333,3.6,0.65,3,0.666666667,4,0.4,5,1,1,2,2,2,1.75,0.75,4,1,5,5,5,1,3,1,2,0,0.333333333
727,2,0.333333333,1.8,0.2,2,0.333333333,6,0.6,4,0.75,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,4,1,1
1709,3,0.666666667,2,0.25,1,0,10,1,1,0,1,2,2,1,1.5,0.5,2,0.333333333,1,1,1,0,1,0,4,1,1
802,1,0,1.2,0.05,1.333333333,0.111111111,8,0.8,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,4,1,1
565,1,0,2.4,0.35,1.5,0.166666667,7,0.7,1,0,1,2,2,1,1.5,0.5,3,0.666666667,2,2,2,0.25,1,0,3,0,0.666666667
1228,1,0,1.8,0.2,1.666666667,0.222222222,8,0.8,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,4,1,1
257,2,0.333333333,2.2,0.3,2.333333333,0.444444444,7,0.7,2,0.25,2,2,2,2,2,1,3,0.666666667,3,3,3,0.5,2,0.5,4,1,1
2248,1,0,1,0,2.333333333,0.444444444,8,0.8,2,0.25,2,2,2,2,2,1,2,0.333333333,3,3,3,0.5,1,0,4,1,1
2501,3,0.666666667,1.8,0.2,2.5,0.5,7,0.7,4,0.75,2,2,2,1,1.75,0.75,3,0.666666667,2,2,2,0.25,1,0,2,0,0.333333333
1152,2,0.333333333,3.6,0.65,3.333333333,0.777777778,5,0.5,4,0.75,2,2,2,1,1.75,0.75,1,0,2,2,2,0.25,1,0,4,1,1
2441,1,0,1.6,0.15,1.5,0.166666667,5,0.5,2,0.25,1,2,2,2,1.75,0.75,3,0.666666667,1,4,2.5,0.375,1,0,4,1,1
2355,1,0,3.2,0.55,2,0.333333333,3,0.3,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,4,1,1
646,4,1,4,0.75,1.833333333,0.277777778,4,0.4,2,0.25,2,2,2,2,2,1,3,0.666666667,2,4,3,0.5,1,0,4,1,1
2739,1,0,1.2,0.05,1.833333333,0.277777778,8,0.8,2,0.25,2,2,2,2,2,1,3,0.666666667,2,3,2.5,0.375,1,0,4,1,1
1618,1,0,3,0.5,2.833333333,0.611111111,8,0.8,2,0.25,2,2,2,2,2,1,3,0.666666667,2,2,2,0.25,1,0,4,1,1
1365,1,0,1,0,2,0.333333333,8,0.8,2,0.25,1,2,2,1,1.5,0.5,2,0.333333333,1,4,2.5,0.375,2,0.5,4,1,1
3033,1,0,2.2,0.3,2.166666667,0.388888889,5,0.5,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,4,1,1
1415,1,0,1,0,1,0,10,1,5,1,2,2,2,2,2,1,4,1,3,4,3.5,0.625,2,0.5,1,0,0
1075,1,0,1.2,0.05,3,0.666666667,8,0.8,2,0.25,1,2,2,1,1.5,0.5,3,0.666666667,3,3,3,0.5,1,0,2,0,0.333333333
1874,1,0,1.2,0.05,2.333333333,0.444444444,7,0.7,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,3,2,2.5,0.375,1,0,3,0,0.666666667
2534,1,0,1.8,0.2,2.166666667,0.388888889,3,0.3,4,0.75,2,2,2,1,1.75,0.75,2,0.333333333,3,4,3.5,0.625,2,0.5,4,1,1
1521,1,0,1,0,2.333333333,0.444444444,8,0.8,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,3,4,0.75,2,0.5,4,1,1
1945,2,0.333333333,1.8,0.2,1.666666667,0.222222222,7,0.7,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,5,5,5,1,1,0,4,1,1
2476,1,0,1,0,2.166666667,0.388888889,9,0.9,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,1,0,4,1,1
3512,1,0,2.4,0.35,2.333333333,0.444444444,7,0.7,2,0.25,1,2,2,1,1.5,0.5,3,0.666666667,2,2,2,0.25,1,0,3,0,0.666666667
1216,1,0,1,0,2,0.333333333,10,1,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,4,4.5,0.875,1,0,3,0,0.666666667
3072,4,1,3.4,0.6,2.166666667,0.388888889,4,0.4,4,0.75,1,2,1,1,1.25,0.25,3,0.666666667,1,2,1.5,0.125,1,0,4,1,1
1821,3,0.666666667,2.8,0.45,1.833333333,0.277777778,5,0.5,2,0.25,1,2,2,1,1.5,0.5,3,0.666666667,1,1,1,0,1,0,3,0,0.666666667
1436,2,0.333333333,2,0.25,1.5,0.166666667,8,0.8,2,0.25,2,2,2,2,2,1,3,0.666666667,2,2,2,0.25,2,0.5,4,1,1
2467,2,0.333333333,1,0,2.166666667,0.388888889,5,0.5,2,0.25,2,2,2,2,2,1,2,0.333333333,5,5,5,1,1,0,3,0,0.666666667
1662,1,0,1,0,1.333333333,0.111111111,9,0.9,1,0,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,4,1,1
577,2,0.333333333,2.6,0.4,2.666666667,0.555555556,4,0.4,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,3,3,3,0.5,1,0,3,0,0.666666667
1730,1,0,1,0,2,0.333333333,7,0.7,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,3,1,1,0,0
2791,1,0,2.6,0.4,2,0.333333333,9,0.9,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,1,0,3,0,0.666666667
2848,1,0,3.2,0.55,1.5,0.166666667,8,0.8,2,0.25,1,1,1,1,1,0,2,0.333333333,1,2,1.5,0.125,2,0.5,4,1,1
2964,3,0.666666667,1.6,0.15,2.5,0.5,6,0.6,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,3,0,0.666666667
1427,1,0,1,0,1.5,0.166666667,9,0.9,2,0.25,2,2,1,1,1.5,0.5,4,1,2,2,2,0.25,1,0,4,1,1
2041,1,0,1,0,1.666666667,0.222222222,8,0.8,1,0,2,2,2,2,2,1,2,0.333333333,1,3,2,0.25,2,0.5,4,1,1
618,2,0.333333333,1.6,0.15,2,0.333333333,8,0.8,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,3,0,0.666666667
2352,2,0.333333333,3,0.5,2,0.333333333,7,0.7,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,1,2,1.5,0.125,1,0,4,1,1
1835,1,0,1,0,2,0.333333333,7,0.7,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,2,2,2,0.25,1,0,4,1,1
2562,3,0.666666667,4,0.75,2.5,0.5,6,0.6,2,0.25,2,2,1,1,1.5,0.5,1,0,1,1,1,0,1,0,4,1,1
1943,2,0.333333333,1.6,0.15,2.166666667,0.388888889,8,0.8,1,0,2,2,2,1,1.75,0.75,1,0,4,4,4,0.75,2,0.5,4,1,1
2346,4,1,5,1,2.666666667,0.555555556,0,0,4,0.75,2,2,2,2,2,1,1,0,2,2,2,0.25,1,0,4,1,1
2434,1,0,1.2,0.05,1.833333333,0.277777778,8,0.8,1,0,1,2,2,1,1.5,0.5,3,0.666666667,2,4,3,0.5,1,0,3,0,0.666666667
1073,1,0,2.2,0.3,1.666666667,0.222222222,7,0.7,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,1,2,1.5,0.125,1,0,4,1,1
2295,2,0.333333333,2,0.25,1.833333333,0.277777778,6,0.6,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,2,3,2.5,0.375,2,0.5,4,1,1
1230,2,0.333333333,2.2,0.3,2.333333333,0.444444444,10,1,2,0.25,1,2,2,1,1.5,0.5,4,1,3,3,3,0.5,1,0,2,0,0.333333333
